repo,id,number,title,state,created_at,closed_at
ollama/ollama,2886458852,9413,Running on CPU is faster than GPU? Ollama loading model to GPU but model not responding,closed,2025-02-28T07:50:49Z,2025-03-04T21:26:57Z
ollama/ollama,2886405486,9412,The phi4-mini model cannot run properly,closed,2025-02-28T07:19:34Z,2025-02-28T19:58:24Z
ollama/ollama,2886342308,9410,OLLAMA_KEEP_ALIVE is valid but the GPU is not actually permanently loaded,closed,2025-02-28T06:41:46Z,2025-03-31T19:54:50Z
ollama/ollama,2886083624,9409,Configuring Ollama to Use a Custom Model Registry,open,2025-02-28T03:11:30Z,
ollama/ollama,2886083537,9408,how to use slurm to run the Ollama service.,open,2025-02-28T03:11:25Z,
ollama/ollama,2885873089,9406,⚠️ CPU limits GPU computation because something is monothreaded (benchmark inside the issue),closed,2025-02-28T00:16:00Z,2025-03-26T12:37:03Z
ollama/ollama,2885408374,9398,Is M10 supported?,closed,2025-02-27T19:25:03Z,2025-03-01T12:55:13Z
ollama/ollama,2885156749,9397,Flows fail to run after upgrade to 1.2.0 -- service - No queue found for job_id,closed,2025-02-27T17:28:15Z,2025-03-01T20:05:34Z
ollama/ollama,2884663799,9395,"When the model exceeds the VRAM and uses the CPU (E5 2673v4) for inference, the program becomes unresponsive.",closed,2025-02-27T14:20:09Z,2025-03-26T12:36:10Z
ollama/ollama,2884340126,9394,Specify GPU to run model,closed,2025-02-27T12:11:55Z,2025-03-06T12:18:03Z
ollama/ollama,2884013473,9391,TLS --insecure,open,2025-02-27T09:58:59Z,
ollama/ollama,2883780146,9390,The results returned by “ollama list” and “/api/tags” are inconsistent,closed,2025-02-27T08:22:09Z,2025-02-27T08:47:05Z
ollama/ollama,2883389174,9387,phi4 multimodal and mini instruct support,open,2025-02-27T04:28:38Z,
ollama/ollama,2883278469,9386,How to check the cuda is working  with docker,open,2025-02-27T02:56:26Z,
ollama/ollama,2883188546,9385,Granite Vision,closed,2025-02-27T01:45:35Z,2025-03-01T20:04:56Z
ollama/ollama,2883081962,9382,Ollama at random hangs `llama3.1:8b` requests indefinitely,closed,2025-02-27T00:10:43Z,2025-02-27T14:50:35Z
ollama/ollama,2882817759,9376,List of words to penalize during generation,closed,2025-02-26T21:07:07Z,2025-04-13T16:15:53Z
ollama/ollama,2882759759,9375,Update PS API to show whether a model is active or not,open,2025-02-26T20:39:46Z,
ollama/ollama,2882545884,9372,How to cancel a generate task by ollama restful api,closed,2025-02-26T19:01:52Z,2025-04-07T17:49:29Z
ollama/ollama,2882509079,9371,[Documentation] Include local copy of Docs/important instructional readmes within installer,open,2025-02-26T18:45:33Z,
ollama/ollama,2882459018,9369,amdgpu: Queue memory allocated to wrong device,closed,2025-02-26T18:21:18Z,2025-03-07T23:34:18Z
ollama/ollama,2882254867,9366,Magma Model Support.,open,2025-02-26T17:04:11Z,
ollama/ollama,2882019120,9365,Failure when embedded with `num_ctx`,closed,2025-02-26T15:33:29Z,2025-03-03T17:32:54Z
ollama/ollama,2882002950,9364,Streaming documentation error,closed,2025-02-26T15:27:33Z,2025-03-03T08:16:20Z
ollama/ollama,2881936029,9363,Granite 3.2,closed,2025-02-26T15:04:15Z,2025-03-04T21:31:25Z
ollama/ollama,2881329844,9362,ollama do not use only gpus,closed,2025-02-26T11:57:33Z,2025-02-28T06:18:50Z
ollama/ollama,2880932313,9359,"The variable ""ollama_origins"" in the Docker image cannot be overwritten",closed,2025-02-26T09:46:46Z,2025-03-04T16:40:32Z
ollama/ollama,2880897645,9358,deepseek don´t answer,closed,2025-02-26T09:35:31Z,2025-03-04T16:40:12Z
ollama/ollama,2880550694,9357,"Intermittent hanging/stalling and ""llama runner process no longer running"" error on CPU with specific models (Windows 11, Ryzen 5800X, RTX 3060)",closed,2025-02-26T07:37:14Z,2025-03-10T20:48:27Z
ollama/ollama,2880207553,9355,Keep alive failed when use the openai API,closed,2025-02-26T04:51:19Z,2025-04-13T16:15:32Z
ollama/ollama,2880123507,9354,`ollama ls` fails silently when encountering unknown digests,open,2025-02-26T04:04:35Z,
ollama/ollama,2879966069,9353,How to Customize a model Import from GGUF supporting tools call,closed,2025-02-26T02:19:58Z,2025-03-04T16:39:42Z
ollama/ollama,2879850951,9352,Ollama segfaults,closed,2025-02-26T00:45:08Z,2025-02-26T21:33:32Z
ollama/ollama,2879508778,9349,"ollama run org/deepseek-r1-uncensored : Error: Post ""http://127.0.0.1:11434/api/generate"": EOF",open,2025-02-25T20:36:25Z,
ollama/ollama,2879152170,9345,Any model i try run ends up generate garbage,open,2025-02-25T17:48:13Z,
ollama/ollama,2878752844,9343,BF16 gguf file model import regression,closed,2025-02-25T15:24:03Z,2025-02-25T19:26:16Z
ollama/ollama,2878741448,9342,long context windows with llama3.3,closed,2025-02-25T15:19:45Z,2025-03-04T16:39:30Z
ollama/ollama,2878700517,9341,support for openai operator,open,2025-02-25T15:06:02Z,
ollama/ollama,2878497854,9340,Nomic Embed text v2,open,2025-02-25T14:02:07Z,
ollama/ollama,2878096649,9339,"Importing RomboUltima-32B Fails with ""unknown data type: U8"" in Ollama",closed,2025-02-25T11:35:15Z,2025-03-04T16:39:14Z
ollama/ollama,2878096567,9338,support for deepseek r1- r0,closed,2025-02-25T11:35:13Z,2025-03-04T16:39:01Z
ollama/ollama,2877963680,9337,Error: mkdir /home/grima/ollama: permission denied after changing download directory for models,closed,2025-02-25T10:42:08Z,2025-03-04T16:38:42Z
ollama/ollama,2877816423,9335,systemd service fails to start,closed,2025-02-25T09:53:30Z,2025-02-25T10:03:00Z
ollama/ollama,2877733568,9334,need  QVQ-72B-Preview,open,2025-02-25T09:28:37Z,
ollama/ollama,2877625105,9333,autogen,open,2025-02-25T08:53:35Z,
ollama/ollama,2877609521,9332,Flash Attention Enabled Incorrectly Due to Fallback in Head Count Metadata,open,2025-02-25T08:47:06Z,
ollama/ollama,2877568055,9331,CVE-2024-45338,open,2025-02-25T08:34:06Z,
ollama/ollama,2877452883,9330,"msg=""llama runner terminated"" error=""exit status 2""",closed,2025-02-25T07:55:34Z,2025-03-03T21:01:20Z
ollama/ollama,2877401899,9329,"MultiModality [500] Internal Server Error - {""error"":""POST predict: Post \""http://127.0.0.1:54956/completion\"": EOF""}",open,2025-02-25T07:40:40Z,
ollama/ollama,2877369046,9328,Windows portable mode?,open,2025-02-25T07:28:59Z,
ollama/ollama,2877306180,9327,How to Enable Flash Attention in Ollama Docker Deployment?,closed,2025-02-25T07:02:42Z,2025-03-04T16:38:29Z
ollama/ollama,2877244002,9326,ollama create can't detect Modelfile,closed,2025-02-25T06:43:35Z,2025-03-04T16:38:19Z
ollama/ollama,2876835104,9325,Embedding failed after some requests,open,2025-02-25T03:53:13Z,
ollama/ollama,2875991294,9323,automatically set context length to model context length,open,2025-02-24T19:44:46Z,
ollama/ollama,2875976369,9322,"Ubuntu 24.10 128G RAM, 2x RTX A4000 ollama run deepseek-r1:70b-llama-distill-fp16 crashes desktop env.",closed,2025-02-24T19:36:46Z,2025-02-28T12:55:27Z
ollama/ollama,2875809961,9320,tcp: lookup dd20bb891979d25aebc8bec07b2b3bbc.r2.cloudflarestorage.com: no such host,closed,2025-02-24T18:23:15Z,2025-03-06T19:40:20Z
ollama/ollama,2875762789,9319,⚡ Ollama parallel configuration tweaks for more workloads on the same server,open,2025-02-24T18:01:22Z,
ollama/ollama,2875379284,9318,Sapphire Rapids CPU performance issues on windows,closed,2025-02-24T15:32:59Z,2025-02-24T17:18:20Z
ollama/ollama,2875251128,9317,Unsupported JetPack version detected.  GPU may not be supported,open,2025-02-24T14:54:18Z,
ollama/ollama,2874865088,9316,How to fix this failed to fix semaphore error? is it related to CONCURRENCY_TASK_LIMIt,closed,2025-02-24T12:50:47Z,2025-03-04T16:38:06Z
ollama/ollama,2874823603,9315,How can I run the text embedding API offline?,closed,2025-02-24T12:35:40Z,2025-02-27T14:45:21Z
ollama/ollama,2874548162,9314,Feature Request 👍  微信交流群,open,2025-02-24T10:49:43Z,
ollama/ollama,2874013672,9311,llama3.2-vision really slow when already in VRAM - high load duration,closed,2025-02-24T06:56:28Z,2025-03-04T16:37:48Z
ollama/ollama,2873803389,9310,8 GPUs want to start 8 same models,open,2025-02-24T04:07:42Z,
ollama/ollama,2873779183,9309,需要ollama支持加载同个模型的多个gguf文件,open,2025-02-24T03:42:49Z,
ollama/ollama,2873774905,9308,simplescaling/s1 by Stanford,open,2025-02-24T03:38:18Z,
ollama/ollama,2873733864,9307,Don't let politics pollutes the community: request removal of r1-1776,open,2025-02-24T02:57:39Z,
ollama/ollama,2873700479,9306,Ollama performing better with fewer threads,open,2025-02-24T02:23:56Z,
ollama/ollama,2873425539,9303,ollama --version always return 0.0.0,closed,2025-02-23T19:45:28Z,2025-02-25T17:03:29Z
ollama/ollama,2873342087,9302,Ollama does not work with Linux kernel 5.15.173 using AMD GPU (ROCm error),open,2025-02-23T17:21:36Z,
ollama/ollama,2873317110,9301,Add response to logs,open,2025-02-23T16:38:50Z,
ollama/ollama,2873299783,9300,Ollama Model download problem (Restarting) on windows,closed,2025-02-23T16:07:45Z,2025-03-04T15:40:14Z
ollama/ollama,2873296057,9299,Moonlight-16B-A3B please！,open,2025-02-23T16:01:02Z,
ollama/ollama,2873276565,9298,Ollama can't find Nvidia GPU via CUDA while other CUDA programs can,closed,2025-02-23T15:40:03Z,2025-03-26T12:33:00Z
ollama/ollama,2873072652,9297,RAGFLOW :Website does not exist,open,2025-02-23T10:09:57Z,
ollama/ollama,2872872031,9296,GPU VRAM Usage Timeout and Model Loading Failure in Offline Environment,closed,2025-02-23T02:44:38Z,2025-02-23T03:51:41Z
ollama/ollama,2872837225,9295,cudaMalloc failed: out of memory - ubuntu server - 4 16 GB GPUs & 768 GB RAM - deepseek-r1:671b,closed,2025-02-23T01:20:54Z,2025-03-04T16:31:49Z
ollama/ollama,2871255861,9293,xLSTM please!,open,2025-02-22T19:48:28Z,
ollama/ollama,2871184568,9292,Ollama model stops working after reboot (EC2 / Linux) (Default EBS),closed,2025-02-22T18:56:00Z,2025-02-23T08:32:08Z
ollama/ollama,2870725859,9291,gpu VRAM usage didn't recover within timeout   Error: llama runner process has terminated: error:Could not initialize Tensile host: No devices found,closed,2025-02-22T12:59:21Z,2025-03-04T16:31:30Z
ollama/ollama,2870700978,9290,"Ovis2 series, really good at OCR!",open,2025-02-22T12:09:43Z,
ollama/ollama,2870689928,9289,Sig11 with mlx backend,closed,2025-02-22T11:48:10Z,2025-02-23T00:19:03Z
ollama/ollama,2870664760,9288,"When running DEEPSEEK with Ollama, model crashes occur(2)",closed,2025-02-22T10:53:46Z,2025-04-13T16:14:38Z
ollama/ollama,2870654208,9287,"ERROR msg=""waiting for server to become available"" status=""llm server not responding""",open,2025-02-22T10:31:02Z,
ollama/ollama,2870599259,9286,"Ability to specify GPU priority for model splitting, and don't split model unless needed",closed,2025-02-22T08:30:14Z,2025-04-13T16:13:57Z
ollama/ollama,2870546634,9285,How to automatically start the Ollama serve On MacOS,open,2025-02-22T06:29:04Z,
ollama/ollama,2870423575,9284,"options (temp, etc) print values list in python",closed,2025-02-22T03:09:16Z,2025-04-08T08:18:30Z
ollama/ollama,2870422289,9283,"Ollama running model exception, exception:/ sysdeps/unix/sysv/linux/wait4.c:",open,2025-02-22T03:06:49Z,
ollama/ollama,2870096054,9280,ollama in raspberry,closed,2025-02-21T21:53:05Z,2025-03-26T12:31:57Z
ollama/ollama,2869773140,9279,Remove unnecessary dependencies from sampliing in new engine,closed,2025-02-21T18:47:19Z,2025-03-16T19:17:39Z
ollama/ollama,2869771007,9278,Use json unmarshal for sampler options in new engine,closed,2025-02-21T18:46:12Z,2025-04-16T22:18:46Z
ollama/ollama,2869405513,9276,Resolving ValueError: Unsupported Message Type Error in LangGraph and Ollama Integration,closed,2025-02-21T15:53:38Z,2025-03-04T16:30:08Z
ollama/ollama,2869357035,9275,GenerateResponse.Metrics incorrect for model load,open,2025-02-21T15:34:52Z,
ollama/ollama,2868824657,9273,Is the model running into a blockage?,closed,2025-02-21T11:53:54Z,2025-03-26T12:31:02Z
ollama/ollama,2868489314,9271,Suggeestion: Add environment variable for configuring Hugging Face mirror endpoint,closed,2025-02-21T09:28:06Z,2025-03-03T03:21:24Z
ollama/ollama,2868221066,9269,Ola-7b,open,2025-02-21T07:13:22Z,
ollama/ollama,2868199661,9268,please add support for rock-chip NPU,open,2025-02-21T07:01:54Z,
ollama/ollama,2868132219,9267,Allow Option to Use Original (Unquantized) Models in Model Registry,closed,2025-02-21T06:34:28Z,2025-02-21T17:31:53Z
ollama/ollama,2868117841,9266,couldnt find ggml_backend,open,2025-02-21T06:25:16Z,
ollama/ollama,2868000499,9265,R1 1776,closed,2025-02-21T05:08:45Z,2025-02-22T09:24:47Z
ollama/ollama,2867893266,9264,无法加载所有GPU,closed,2025-02-21T03:57:08Z,2025-03-04T16:28:36Z
ollama/ollama,2867802071,9263,"There is no model displayed in ""ollama list"".",closed,2025-02-21T03:09:46Z,2025-03-04T16:28:23Z
ollama/ollama,2867780328,9262,[docker]Error LLama runner process has terminated:broken pipe,open,2025-02-21T02:57:44Z,
ollama/ollama,2867721314,9261,Support for Qwen2.5-VL Model,closed,2025-02-21T02:15:36Z,2025-02-21T17:33:09Z
ollama/ollama,2867691088,9260,I have 1.6T of space but the operation failed. Maybe it is an ollama allocation problem?,closed,2025-02-21T01:48:23Z,2025-02-21T12:11:00Z
ollama/ollama,2867164813,9258,can i install grok3 using ollama command in local environment??,closed,2025-02-20T20:10:14Z,2025-03-04T16:28:03Z
ollama/ollama,2866541920,9254,Add support for opentelemetry tracing,closed,2025-02-20T15:39:03Z,2025-02-27T22:13:46Z
ollama/ollama,2866423307,9253,mradermacher / deepseek-moe-16b,open,2025-02-20T15:00:44Z,
ollama/ollama,2866350646,9252,Performance downgrade on 2-way AMD EPYC 9654 after updating to Ollama 0.5.11,closed,2025-02-20T14:36:37Z,2025-02-20T20:22:37Z
ollama/ollama,2866174382,9250,ollama run deepseek-r1:671b  it always downloads the model to the default location,closed,2025-02-20T13:31:08Z,2025-04-13T16:12:27Z
ollama/ollama,2866107873,9249,RAGFLOW : Website does not exist,closed,2025-02-20T13:05:17Z,2025-02-23T10:01:38Z
ollama/ollama,2866035426,9248,"When running DEEPSEEK with Ollama, model crashes occur",closed,2025-02-20T12:34:52Z,2025-03-31T19:54:50Z
ollama/ollama,2865481413,9247,Error: an error was encountered while running the model: CUDA error: unspecified launch failure,open,2025-02-20T08:47:32Z,
ollama/ollama,2865422302,9246,question about ＂ollama num parallel＂,closed,2025-02-20T08:22:27Z,2025-02-20T09:59:54Z
ollama/ollama,2865378654,9245,did not use gpu,closed,2025-02-20T08:02:04Z,2025-02-21T15:23:59Z
ollama/ollama,2865299914,9244,"msg=""llama runner terminated"" error=""exit status 2",open,2025-02-20T07:22:25Z,
ollama/ollama,2865054023,9241,Error: llama runner process has terminated: exit status 2,open,2025-02-20T04:35:59Z,
ollama/ollama,2865032137,9240,"WARN: msg=""bad manifest"" name=registry.ollama.ai/library/deepseek-r1:latest.meta error=""invalid character 'i' in literal false (expecting 'a')""",closed,2025-02-20T04:17:43Z,2025-02-21T05:27:28Z
ollama/ollama,2864938499,9239,"Changed OLLAMA INSTALL_DIR ,but it can't run",closed,2025-02-20T02:57:49Z,2025-02-27T02:57:44Z
ollama/ollama,2864864358,9238,Stop tokens specified in the API should be included in the response,open,2025-02-20T02:04:27Z,
ollama/ollama,2864736745,9236,CORS error x-stainless-timeout,closed,2025-02-20T00:51:57Z,2025-02-20T17:49:27Z
ollama/ollama,2864308715,9229,add token counting api call,closed,2025-02-19T20:12:27Z,2025-02-25T23:02:07Z
ollama/ollama,2864305568,9228,add max context window to /api/tags,closed,2025-02-19T20:10:43Z,2025-02-25T23:00:32Z
ollama/ollama,2863681241,9225,Ollama just gives out @@@@@@@@@ as answer,open,2025-02-19T15:25:07Z,
ollama/ollama,2863510625,9224,Is there any method to run a model on multiple physical servers with ollama?,closed,2025-02-19T14:22:20Z,2025-03-04T16:27:30Z
ollama/ollama,2863427045,9222,The following model is poorly supported,closed,2025-02-19T13:54:36Z,2025-02-21T02:21:12Z
ollama/ollama,2863126352,9221,想问下怎么在ollama启动模型的时候设置其上下文长度?,closed,2025-02-19T12:01:01Z,2025-03-04T16:27:13Z
ollama/ollama,2863009441,9220,"cannot be used with preferred buffer type ROCm_Host, using CPU instead",closed,2025-02-19T11:12:04Z,2025-03-04T16:26:30Z
ollama/ollama,2862819626,9216,Speculative Decoding for faster inference.,open,2025-02-19T09:57:36Z,
ollama/ollama,2862448131,9213,The model stays in memory,closed,2025-02-19T07:26:42Z,2025-02-19T08:26:10Z
ollama/ollama,2862304015,9209,timed out waiting for llama runner to start - progress 0.00 -,closed,2025-02-19T06:07:29Z,2025-03-08T11:22:09Z
ollama/ollama,2861989657,9205,SIGBUS Bus Error and VRAM Allocation Issue When Running `ollama run deepseek-r1:32b`,closed,2025-02-19T01:21:16Z,2025-02-20T09:58:41Z
ollama/ollama,2861719116,9199,perplexity-ai/r1-1776,closed,2025-02-18T22:00:25Z,2025-02-25T00:31:49Z
ollama/ollama,2861548187,9197,Get models with ability to call functions/tools,closed,2025-02-18T20:14:55Z,2025-03-04T16:24:03Z
ollama/ollama,2860994753,9193,Ollama question,open,2025-02-18T16:32:34Z,
ollama/ollama,2860573469,9192,Ollama freezes after running for about 30 minutes,open,2025-02-18T14:10:41Z,
ollama/ollama,2859730506,9190,"When I run any model using 'ollama run', there is a chance it will output a series of '@' characters.",closed,2025-02-18T08:46:39Z,2025-04-17T09:47:21Z
ollama/ollama,2859725880,9189,Ollama call failed with status code 500: error starting runner: open NUL: The system cannot find the file specified.,open,2025-02-18T08:44:31Z,
ollama/ollama,2859597971,9188,ollama list is gone for a few minutes,closed,2025-02-18T07:40:42Z,2025-03-04T16:22:03Z
ollama/ollama,2859540357,9187,🪟 Windows 11 24H2 | Smart App Control Blocking Ollama | Unsafe,open,2025-02-18T07:07:55Z,
ollama/ollama,2859209241,9186,How can I find the local model of Ollama.,closed,2025-02-18T02:59:02Z,2025-03-04T16:21:48Z
ollama/ollama,2859183824,9183,ollama run deepseek  error,closed,2025-02-18T02:36:34Z,2025-03-04T07:26:52Z
ollama/ollama,2859176225,9182,"When the num_ctx value is set to a larger number, the speed of token generation decreases.",closed,2025-02-18T02:29:30Z,2025-03-04T16:21:04Z
ollama/ollama,2858956746,9180,Ollama not running with ROCm backend?,open,2025-02-17T23:17:51Z,
ollama/ollama,2858540690,9178,Using local models with huggingface autotokenizer,closed,2025-02-17T18:19:21Z,2025-03-04T16:20:28Z
ollama/ollama,2858233377,9176,"Can't get Ollama to run on Intel Arc B580, 'std::runtime_error'",open,2025-02-17T15:56:26Z,
ollama/ollama,2857596475,9171,Crashes when running deepseek-r1:671b because K-shift,closed,2025-02-17T11:39:21Z,2025-03-31T19:54:49Z
ollama/ollama,2857542548,9170,ollama miscalulates CUDA memory to allocate (deepseek-r1:671b),open,2025-02-17T11:16:46Z,
ollama/ollama,2857434688,9169,`ollama server (start|stop|logs)`,open,2025-02-17T10:33:15Z,
ollama/ollama,2857180712,9166,Unable to use GPU at all on windows,open,2025-02-17T08:50:35Z,
ollama/ollama,2856980409,9164,Unable to start ollama normally,closed,2025-02-17T07:14:39Z,2025-03-04T16:19:44Z
ollama/ollama,2856603979,9161,getting errors when running ollama serve on my m1 mac mini after last update a couple days ago,open,2025-02-17T03:04:17Z,
ollama/ollama,2856585222,9160,"msg=""gpu VRAM usage didn't recover within timeout""",closed,2025-02-17T02:50:20Z,2025-03-04T16:19:23Z
ollama/ollama,2856417444,9158,add DeepSeek v3 on downloaded,closed,2025-02-17T00:02:20Z,2025-03-04T16:19:08Z
ollama/ollama,2856326534,9157,Model Creation seems still doesn't work,closed,2025-02-16T20:52:37Z,2025-03-04T16:18:47Z
ollama/ollama,2856087968,9149,Error: llama runner process has terminated: GGML_ASSERT(tensor->op == GGML_OP_UNARY) failed,closed,2025-02-16T12:58:46Z,2025-02-16T14:05:01Z
ollama/ollama,2855999620,9148,systemd service fails to start,closed,2025-02-16T09:52:27Z,2025-02-16T14:52:04Z
ollama/ollama,2855911752,9147,Does ollama support multi-node pipeline inference?,closed,2025-02-16T06:21:34Z,2025-03-04T16:18:06Z
ollama/ollama,2855458233,9134,SPAM in your model database,open,2025-02-15T12:52:07Z,
ollama/ollama,2855456130,9133,Help Needed: Cloud Run Deployment Failing to Listen on PORT 8080 Google Cloud Run,closed,2025-02-15T12:47:06Z,2025-03-04T16:17:49Z
ollama/ollama,2855282518,9127,How can I connect to Ollama's server?,closed,2025-02-15T06:41:54Z,2025-03-04T16:17:19Z
ollama/ollama,2855258618,9126,llama server loading timed out in windows server 2022 vm,closed,2025-02-15T05:45:53Z,2025-02-24T09:10:41Z
ollama/ollama,2854519845,9117,ODR violations from llama.cpp/common/json.hpp,closed,2025-02-14T19:06:42Z,2025-04-13T16:08:38Z
ollama/ollama,2854324957,9114,APIkey,open,2025-02-14T17:15:00Z,
ollama/ollama,2854179369,9111,Emerald Rapids host - AMX instruction not recognized,closed,2025-02-14T16:23:05Z,2025-03-26T12:28:01Z
ollama/ollama,2853660965,9105,Ollam 0.5.9 run  deepseek-r1:671b,closed,2025-02-14T12:59:14Z,2025-03-31T19:54:49Z
ollama/ollama,2853463474,9102,cant pull/run,closed,2025-02-14T11:43:30Z,2025-03-04T07:28:11Z
ollama/ollama,2853405627,9101,tls: failed to verify certificate: x509: certificate signed by unknown authority,closed,2025-02-14T11:18:07Z,2025-03-04T07:28:38Z
ollama/ollama,2853335768,9100,return final prompt for generating / chat completion,closed,2025-02-14T10:48:17Z,2025-03-04T16:16:12Z
ollama/ollama,2853309306,9099,support nvidia/Cosmos-1.0-Prompt-Upsampler-12B-Text2World,closed,2025-02-14T10:37:12Z,2025-03-09T08:22:05Z
ollama/ollama,2853033976,9095,update failure,open,2025-02-14T08:46:26Z,
ollama/ollama,2852925503,9093,H800 Support Need,closed,2025-02-14T07:49:51Z,2025-03-04T16:15:44Z
ollama/ollama,2852905366,9092,"Enabling tools breaks stream=True on /v1 endpoint, only returns a single complete response",open,2025-02-14T07:37:58Z,
ollama/ollama,2852728232,9087,Ollama 0.5.9 Update make my CPU inference slower,closed,2025-02-14T05:38:23Z,2025-02-20T20:22:37Z
ollama/ollama,2852631480,9084,"Enabling tools breaks stream=True on /v1 endpoint, only returns a single complete response",closed,2025-02-14T04:18:18Z,2025-02-14T05:24:53Z
ollama/ollama,2850851564,9068,ps show 100%GPU but running on CPU,closed,2025-02-13T12:07:20Z,2025-02-14T11:05:47Z
ollama/ollama,2850578344,9067,"Issue: On windows, when creating a variant from a submodel with a tag, it tries to make a folder with a "":"".",closed,2025-02-13T10:11:23Z,2025-03-04T16:15:28Z
ollama/ollama,2850148312,9064,Error: an error was encountered while running the model: unexpected EOF,closed,2025-02-13T06:59:24Z,2025-03-31T19:54:49Z
ollama/ollama,2850130033,9063,CPU usage on low vram and nvidia_uvm enabled,closed,2025-02-13T06:48:32Z,2025-03-04T16:14:41Z
ollama/ollama,2849877641,9062,"pull model error: Error: Post ""http://127.0.0.1:11434/api/show"": dial tcp 127.0.0.1:11434: connectex: No connection could be made because the target machine actively refused it.",closed,2025-02-13T03:46:45Z,2025-03-04T16:14:05Z
ollama/ollama,2849241970,9055,Question: Structured Inputs for Tools?,closed,2025-02-12T20:05:11Z,2025-04-14T23:50:37Z
ollama/ollama,2848613579,9049,Long system prompt results in model does not answer question according to prompt content.,closed,2025-02-12T15:33:47Z,2025-03-04T16:13:37Z
ollama/ollama,2848426581,9047,Model process terminated abnormally,closed,2025-02-12T14:33:38Z,2025-03-04T16:13:10Z
ollama/ollama,2848090319,9042,ollama create suddenly stops,open,2025-02-12T12:26:53Z,
ollama/ollama,2848023053,9041,How can I set Shared GPU Memory to less than 1G when creating a model using GGUF model in Ollama?,closed,2025-02-12T11:57:58Z,2025-03-04T16:12:52Z
ollama/ollama,2847711625,9039,interaction command output with color,closed,2025-02-12T09:49:47Z,2025-03-04T16:12:30Z
ollama/ollama,2847631530,9036,"Error: could not connect to ollama app, is it running?",closed,2025-02-12T09:18:12Z,2025-03-04T16:12:20Z
ollama/ollama,2847262249,9033,Running error when move model from online environment to offline environment,closed,2025-02-12T06:01:33Z,2025-03-04T16:12:03Z
ollama/ollama,2847104242,9030,ollama pull model error,closed,2025-02-12T03:46:35Z,2025-03-04T07:30:01Z
ollama/ollama,2846972016,9026,encounter issue when run deepseek-coder-v2:16b,closed,2025-02-12T01:47:58Z,2025-02-24T06:49:00Z
ollama/ollama,2846686037,9023,macOS compile error ggml-vulkan sub-directory  non-existing,open,2025-02-11T22:36:00Z,
ollama/ollama,2846107831,9019,Ollama API: Rename response field `done_reason` to `finish_reason`,closed,2025-02-11T17:57:35Z,2025-04-16T22:19:38Z
ollama/ollama,2846026169,9018,CUDA error: an illegal memory access was encountered,open,2025-02-11T17:22:33Z,
ollama/ollama,2844981782,9013,linux  cuda build erro,open,2025-02-11T10:36:13Z,
ollama/ollama,2844975355,9012,go run . Server error,closed,2025-02-11T10:33:30Z,2025-04-09T16:36:08Z
ollama/ollama,2844739924,9010,"Error:"" the current context does not support k-shift "" deepseek-r1:671b crashes in memory after answering several questions and then reloads to memory again",closed,2025-02-11T09:05:29Z,2025-03-31T19:54:48Z
ollama/ollama,2844332488,9002,How to limit GPU memory usage for Ollama when running large models?,closed,2025-02-11T05:45:53Z,2025-03-04T16:11:28Z
ollama/ollama,2844208303,9001,how  to use deepseek for translate,closed,2025-02-11T03:51:21Z,2025-03-04T16:11:16Z
ollama/ollama,2842622302,8993,Question about how Ollama feeds structured_output into the model,closed,2025-02-10T14:36:45Z,2025-03-04T16:10:40Z
ollama/ollama,2841779356,8988,"the information, the information that is needed",closed,2025-02-10T09:05:47Z,2025-03-04T16:10:22Z
ollama/ollama,2841765494,8986,why put ollama in autostart?,closed,2025-02-10T09:00:37Z,2025-04-13T16:07:09Z
ollama/ollama,2841607282,8985,Model switching bug,closed,2025-02-10T07:49:57Z,2025-03-04T16:09:03Z
ollama/ollama,2841399986,8983,"Encountered error: ""Error: something went wrong, please see the ollama server logs for details."" Need help solving issue.",closed,2025-02-10T05:47:30Z,2025-03-04T16:08:33Z
ollama/ollama,2841342212,8982,Missing default TEMPLATE and PARAMETER when importing from GGUF,closed,2025-02-10T05:03:31Z,2025-03-04T16:08:18Z
ollama/ollama,2841291314,8981,Is there some explain about quantization method,closed,2025-02-10T04:20:53Z,2025-03-04T16:07:51Z
ollama/ollama,2841237796,8979,Is the PDF upload feature available when using offline models in Ollama?,closed,2025-02-10T03:28:21Z,2025-03-04T16:07:42Z
ollama/ollama,2840696445,8971,download bug？,open,2025-02-09T14:00:36Z,
ollama/ollama,2840550812,8969,Models can't be stopped correctly when using Webui combine with Ollama.,open,2025-02-09T09:52:55Z,
ollama/ollama,2840530135,8968,ollama启动模型，如何提供OpenAI风格并带有key验证的接口出来,closed,2025-02-09T09:07:44Z,2025-03-04T16:07:12Z
ollama/ollama,2840520307,8967,when using deepseek-r1:1.5b cannot get token usage,open,2025-02-09T08:45:34Z,
ollama/ollama,2840468020,8965,Reasoning models (All Deepseek models/merged models i.e. FuseO1) missing <think> after running ollama create MODEL,closed,2025-02-09T06:22:52Z,2025-02-09T10:22:29Z
ollama/ollama,2840467832,8964,CUDA memory allocation failed in multiple GPU environment,closed,2025-02-09T06:22:18Z,2025-03-04T16:06:23Z
ollama/ollama,2840437195,8962,Ollama in docker container fails to Initiate gpu after some idle time.,closed,2025-02-09T04:41:39Z,2025-03-04T16:05:57Z
ollama/ollama,2840425418,8961,"After ollama upgrade, severe performance drop with deepseek, seems GPU not available",closed,2025-02-09T04:07:23Z,2025-03-04T16:04:28Z
