repo,title,created_at,closed_at
ollama/ollama,升级到ollama0.6.0无法使用,2025-03-13 11:01:47+00:00,2025-03-14 22:14:28+00:00
ollama/ollama,A client-only interface,2025-03-13 10:07:20+00:00,
ollama/ollama,Ollama 0.6.0 not respecting CUDA_VISIBLE_DEVICES or CUDA_DEVICE_ORDER,2025-03-13 09:25:31+00:00,
ollama/ollama,Support PKU-Alignment/Align-DS-V,2025-03-13 09:14:58+00:00,
ollama/ollama,Loading of models into main memory limited to 1-3GB even from fast storage media,2025-03-13 08:41:31+00:00,
ollama/ollama,Ollama 0.6.0 like doubles all the memory sizes of models,2025-03-13 08:30:43+00:00,2025-03-13 11:23:13+00:00
ollama/ollama,server panic when run gemma-3-27b-it-GGUF,2025-03-13 08:14:03+00:00,2025-03-13 22:03:26+00:00
ollama/ollama,server panic when run gemma-3-27b-it-GGUF,2025-03-13 08:07:08+00:00,2025-03-13 08:07:37+00:00
ollama/ollama,server panic when run gemma-3-27b-it-GGUF,2025-03-13 08:02:10+00:00,2025-03-13 08:02:36+00:00
ollama/ollama,The release package for linux is version 0.5.7,2025-03-13 07:56:02+00:00,
ollama/ollama,Unable to download or failed to download,2025-03-13 07:12:32+00:00,
ollama/ollama,Support for Adreno and Mali Etc.,2025-03-13 05:35:25+00:00,2025-03-14 22:46:34+00:00
ollama/ollama,Error: POST Predict Request to http://127.0.0.1:53151/completion Failed – Connection Forcibly Closed by Remote Host (wsarecv),2025-03-13 05:22:02+00:00,
ollama/ollama,Support for Vision models and Jina CLIP v2: Multilingual Multimodal Embeddings for Texts and Images,2025-03-13 04:07:34+00:00,
ollama/ollama,System is deadlocked on memory,2025-03-13 03:25:01+00:00,2025-03-21 06:44:34+00:00
ollama/ollama,Why can't my ollama run on GPU?,2025-03-13 02:36:44+00:00,2025-03-17 09:00:52+00:00
ollama/ollama,Crash on Gemma:12b model,2025-03-13 02:20:16+00:00,2025-03-14 04:58:09+00:00
ollama/ollama,Add Gemma 3 pt models,2025-03-13 01:49:57+00:00,
ollama/ollama,Server side token usage static log,2025-03-13 01:42:37+00:00,
ollama/ollama,ps showing 100% GPU but  CPU is used,2025-03-13 01:41:51+00:00,2025-03-21 09:37:35+00:00
ollama/ollama,gemma3 model card context size does not match the description's,2025-03-12 21:13:27+00:00,2025-03-30 17:08:10+00:00
ollama/ollama,RTX 5090 Performance on Ubuntu Gemma 3,2025-03-12 20:37:58+00:00,
ollama/ollama,How to adjust the alive time of any model?,2025-03-12 19:14:05+00:00,2025-03-12 20:21:03+00:00
ollama/ollama,"EOF with Gemma3:27b | POST predict: Post ""http://127.0.0.1:35737/completion"": EOF (status code: 500)",2025-03-12 19:09:10+00:00,2025-04-14 20:56:03+00:00
ollama/ollama,Huge server.log when using gemma3 and OLLAMA_DEBUG=1,2025-03-12 18:06:24+00:00,
ollama/ollama,Sending multiple images to Gemma3 on Mac causes an EOF,2025-03-12 16:56:33+00:00,2025-03-14 22:38:56+00:00
ollama/ollama,Output adding extra backslashes,2025-03-12 16:42:50+00:00,2025-03-12 18:54:11+00:00
ollama/ollama,Gemma3 27B uses 2.5x VRAM of Gemma2 27B,2025-03-12 16:36:32+00:00,2025-03-12 19:02:53+00:00
ollama/ollama,"Gemma3 supports vision, but the vision tag is not listed on the models page.",2025-03-12 16:31:00+00:00,2025-03-17 20:47:30+00:00
ollama/ollama,ollama 0.6.0 Gemma 3:27B eats whole vram,2025-03-12 16:25:22+00:00,2025-03-12 19:03:50+00:00
ollama/ollama,Ollama 0.6.0 with gemma3 can't load models from mounted Cloud Storage bucket on Cloud Run,2025-03-12 15:21:07+00:00,2025-04-05 00:04:25+00:00
ollama/ollama,Unable to quantize Gemma3 27b,2025-03-12 15:15:25+00:00,2025-03-12 15:18:04+00:00
ollama/ollama,How to run Ollama using nodejs spawn,2025-03-12 14:52:59+00:00,
ollama/ollama,ollama 0.6.0 won't run gemma3:27b via REST API,2025-03-12 13:47:33+00:00,2025-03-18 21:36:45+00:00
ollama/ollama,ollama can not run normally,2025-03-12 13:34:34+00:00,2025-03-12 14:11:54+00:00
ollama/ollama,Ollama unable to run Gemma:27b,2025-03-12 12:18:02+00:00,2025-03-13 23:56:35+00:00
ollama/ollama,ollama 0.6.0 can't run gemma3 on AMD Ryzen 5 3400G CPU,2025-03-12 11:56:59+00:00,2025-03-12 13:12:40+00:00
ollama/ollama,Gemma 3 4B & 12B is very slow when KV Cache quantization is enabled,2025-03-12 10:32:37+00:00,
ollama/ollama,Ollama 0.6.0: unknown model architecture: 'gemma3',2025-03-12 10:01:49+00:00,2025-03-15 00:48:08+00:00
ollama/ollama,gemma3 lack function calling tag,2025-03-12 09:10:09+00:00,2025-03-23 19:33:47+00:00
ollama/ollama,Update docker base image from Ubuntu 20.04 to 24.04 LTS,2025-03-12 09:07:30+00:00,
ollama/ollama,Unusually high VRAM usage of Gemma 3 27B,2025-03-12 09:03:09+00:00,
ollama/ollama,The installation-free version of Ollama cannot change the model installation path,2025-03-12 08:51:43+00:00,2025-03-15 12:53:58+00:00
ollama/ollama,qwq:32b-fp16 model fails with EOF error during inference,2025-03-12 08:38:06+00:00,2025-04-13 20:07:19+00:00
ollama/ollama,404 not found,2025-03-12 08:30:09+00:00,2025-04-07 17:56:30+00:00
ollama/ollama,"Error: POST predict: Post ""http://127.0.0.1:62622/completion"": read tcp 127.0.0.1:62627->127.0.0.1:62622: wsarecv: The remote host has closed a connection.",2025-03-12 08:16:51+00:00,
ollama/ollama,Windows 11 Ollama 0.6.0 ROCm on gfx1151 still broken,2025-03-12 07:02:22+00:00,2025-03-12 08:12:41+00:00
ollama/ollama,Context Modification for Stop Extended Thinking Process,2025-03-12 06:06:24+00:00,
ollama/ollama,Where can I view all configurable environment variables for Ollama?,2025-03-12 02:28:48+00:00,2025-03-12 04:56:14+00:00
ollama/ollama,"When answering the question, there was no mention of the SYSTEM prompt in the Modelfile",2025-03-12 02:11:35+00:00,2025-03-13 12:15:41+00:00
ollama/ollama,SIGSEGV: segmentation violation,2025-03-12 01:10:06+00:00,
ollama/ollama,Llama3.2-vision can't see images and believes it's a text only model,2025-03-11 23:24:40+00:00,2025-03-12 01:03:54+00:00
ollama/ollama,Please document when AMD iGPU support is planned,2025-03-11 23:21:36+00:00,
ollama/ollama,Compatibility with new OpenAI responses API,2025-03-11 19:24:45+00:00,
ollama/ollama,API to get performance status/information about GPU/CPU of instance,2025-03-11 18:42:14+00:00,
ollama/ollama,ollama 0.5.13 build failure,2025-03-11 17:52:46+00:00,
ollama/ollama,Ollama on runpods.io: Network error: Request URL is missing an 'http://' or 'https://' protocol.,2025-03-11 17:33:35+00:00,2025-03-11 19:24:24+00:00
ollama/ollama,RWKV-G1,2025-03-11 16:13:24+00:00,
ollama/ollama,Hard coding to not use cache,2025-03-11 15:17:42+00:00,2025-03-18 17:01:02+00:00
ollama/ollama,Does ollama support Amd Radeon r7 360 gpu?,2025-03-11 13:21:57+00:00,2025-03-12 01:04:47+00:00
ollama/ollama,Please support some Multimodal models,2025-03-11 12:40:21+00:00,2025-03-12 00:56:28+00:00
ollama/ollama,OLLAMA_NOHISTORY=1 not working as environment variable,2025-03-11 11:46:47+00:00,2025-03-12 00:57:30+00:00
ollama/ollama,Phi4 14b with tool calling and full quantization,2025-03-11 10:11:00+00:00,2025-03-21 21:49:53+00:00
ollama/ollama,"error"":""llama runner process has terminated: error loading model: llama_model_loader: failed to load model from /Users/eeo/.ollama/models/blobs/sha256-26bd607a51eb1f3a0d3beac444b977e03fa745def499add60c996c08c8c2ddcd""",2025-03-11 08:11:38+00:00,2025-03-26 13:05:01+00:00
ollama/ollama,Feature Request: API Key Authentication Support,2025-03-11 06:41:28+00:00,2025-03-11 08:22:52+00:00
ollama/ollama,How to compile the arm64 cpu version of ollama locally? ,2025-03-11 06:10:11+00:00,2025-03-12 00:58:24+00:00
ollama/ollama,Unsupported Value NaN in Ollama log,2025-03-11 05:22:12+00:00,
ollama/ollama,How to Download Only the Modelfile for Self-Imported Models,2025-03-11 01:16:28+00:00,2025-03-12 01:15:43+00:00
ollama/ollama,Assign Different Large Models to Each GPU,2025-03-11 01:11:47+00:00,2025-03-11 05:31:09+00:00
ollama/ollama,Support for AMD 9000 GPUs,2025-03-10 20:36:05+00:00,
ollama/ollama,Ollama not streaming tool calling responses,2025-03-10 20:24:03+00:00,
ollama/ollama,Implement /models endpoint like OpenAI API,2025-03-10 18:58:17+00:00,2025-03-10 19:47:20+00:00
ollama/ollama,Attachment support,2025-03-10 18:19:13+00:00,2025-03-26 13:04:08+00:00
ollama/ollama,mistral-small:24B chat template,2025-03-10 17:16:43+00:00,
ollama/ollama,removing <think> tag as an option,2025-03-10 16:42:29+00:00,2025-03-26 13:03:36+00:00
ollama/ollama,one model loaded multiple times hogging whole available memory,2025-03-10 16:05:55+00:00,
ollama/ollama,How to Force Ollama to Run on CPU Instead of GPU on Windows?,2025-03-10 14:35:34+00:00,2025-03-12 01:21:11+00:00
ollama/ollama,Update on Linux should keep existing settings for ollama service,2025-03-10 12:43:39+00:00,2025-03-10 13:08:14+00:00
ollama/ollama,Error: pull model manifest on MacOS,2025-03-10 07:13:47+00:00,2025-03-10 08:52:17+00:00
ollama/ollama,Compute Capability 3.7 still needed,2025-03-10 07:12:19+00:00,
ollama/ollama,After several attampts i am not able to pull the model,2025-03-10 04:33:05+00:00,
ollama/ollama,Disk space usage,2025-03-10 04:27:25+00:00,2025-03-11 07:32:30+00:00
ollama/ollama,Stopping misbehaving model after some amount of time,2025-03-10 03:07:16+00:00,
ollama/ollama,Performance hit since v0.5.10,2025-03-09 19:08:11+00:00,2025-03-19 22:32:27+00:00
ollama/ollama,Compile problems on windows,2025-03-09 18:09:39+00:00,
ollama/ollama,Make manual updates an option,2025-03-09 17:30:06+00:00,
ollama/ollama,[Arch-ARM][Compile] how to build ollma arm64 from source code?,2025-03-09 14:50:46+00:00,2025-03-12 01:30:58+00:00
ollama/ollama,Documents on how to convert a selftrained llava model into ollama supported gguf model file,2025-03-09 12:25:20+00:00,
ollama/ollama,"During inference, the ""stop button"" is lost if you change conversation or open from a new window",2025-03-09 10:46:32+00:00,2025-03-11 00:13:39+00:00
ollama/ollama,non global CUDA_VISIBLE_DEVICES,2025-03-09 09:34:40+00:00,2025-03-12 19:07:39+00:00
ollama/ollama,EXAONE fails to run with quantized KV cache,2025-03-09 02:36:45+00:00,
ollama/ollama,"Error: could not connect to ollama app, is it running?",2025-03-09 01:06:45+00:00,
ollama/ollama,ollama:phi4-mini not working with tools,2025-03-08 23:31:30+00:00,2025-03-08 23:33:46+00:00
ollama/ollama,DiffRythm,2025-03-08 22:05:47+00:00,
ollama/ollama,Ollama checks for amdgpu driver in WSL,2025-03-08 16:48:13+00:00,
ollama/ollama,[Bug] ollama maybe treats embedding models the wrong way,2025-03-08 15:30:01+00:00,2025-03-13 09:12:33+00:00
ollama/ollama,OLLAMA_HOME Not Respected After Moving .ollama Folder to Another Drive (checked for Windows),2025-03-08 14:34:38+00:00,2025-03-12 01:42:32+00:00
ollama/ollama,Linux Version Ollama install slow in China,2025-03-08 14:13:14+00:00,2025-03-11 00:12:10+00:00
ollama/ollama,"deploys multiple models at the same time, the VRAM will be consumed more",2025-03-08 13:43:44+00:00,2025-03-08 18:55:22+00:00
ollama/ollama,"Error: llama runner process has terminated: GGML_ASSERT(ggml_can_mul_mat(a, b)) failed",2025-03-08 12:00:45+00:00,2025-03-26 12:58:47+00:00
ollama/ollama,Offline import model use ollama list have a model but run will be download,2025-03-08 06:50:15+00:00,2025-03-26 12:58:34+00:00
ollama/ollama,No response after 2 minutes of idle time,2025-03-08 04:28:58+00:00,2025-03-08 10:40:37+00:00
ollama/ollama,Ollama always choses iGPU for computations in hybrind discrete+iGPU rocm setups,2025-03-07 23:23:54+00:00,
ollama/ollama,sample: use built-in sampler to sort tokens,2025-03-07 20:32:43+00:00,2025-03-16 19:17:22+00:00
ollama/ollama,bug: 500 error,2025-03-07 19:24:46+00:00,2025-03-07 19:38:03+00:00
ollama/ollama,[Documentation] Reorder Customize a Model Section and specify ModelFile file format,2025-03-07 19:19:53+00:00,
ollama/ollama,YAML file for external web services,2025-03-07 15:12:56+00:00,2025-03-26 12:58:11+00:00
ollama/ollama,Getting `gathering model components  Error: invalid model name` when trying to create model from local GGUF,2025-03-07 14:31:24+00:00,2025-03-10 15:25:36+00:00
ollama/ollama,怎么将ollama的监听端口绑定到0.0.0.0,2025-03-07 13:25:05+00:00,2025-03-26 12:57:55+00:00
ollama/ollama,deepseek-r1模型没有function call 吗,2025-03-07 13:03:59+00:00,2025-03-26 12:57:34+00:00
ollama/ollama,keepalive parameter not take into account,2025-03-07 12:55:27+00:00,2025-04-13 20:05:48+00:00
ollama/ollama,Endless generations in QwQ quants,2025-03-07 12:40:41+00:00,
ollama/ollama,Llama 3.2 11B Vision Model Fails to Process Images when Projector not Included,2025-03-07 11:25:49+00:00,2025-03-18 02:43:18+00:00
ollama/ollama,Model saving broken when parent model name has /,2025-03-07 11:23:41+00:00,2025-03-15 19:09:03+00:00
ollama/ollama,"fail to carry out command:""ollama run deepseek-r1:1.5b""",2025-03-07 09:59:37+00:00,
ollama/ollama,Can't Olama use both GPU and CPU for inference and computation at the same time,2025-03-07 09:08:39+00:00,2025-03-26 12:55:38+00:00
ollama/ollama,Error with long context,2025-03-07 08:57:07+00:00,2025-03-26 12:55:14+00:00
ollama/ollama,NVDB-CNVDB-2025882765 vulnerability？,2025-03-07 07:46:56+00:00,2025-03-26 12:54:40+00:00
ollama/ollama,parallel request error,2025-03-07 04:30:59+00:00,2025-03-26 12:54:07+00:00
ollama/ollama,llama runner process has terminated: GGML_ASSERT(tensor->op == GGML_OP_UNARY) failed,2025-03-07 03:16:26+00:00,2025-03-07 03:19:25+00:00
ollama/ollama,CUDA error: out of memory on Windows，when I use anythingLLM and Ollama,2025-03-07 02:29:40+00:00,2025-03-26 12:52:54+00:00
ollama/ollama,Embeding endpoint issue,2025-03-07 02:15:27+00:00,2025-03-07 03:17:52+00:00
ollama/ollama,Add a model2vec distilled static embeddings model?,2025-03-07 01:56:09+00:00,
ollama/ollama,SmolVLM,2025-03-07 01:06:48+00:00,
ollama/ollama,CLI interactive client exits to shell if you attempt to load a model that does not exist on the host.,2025-03-07 00:39:58+00:00,2025-03-13 22:49:20+00:00
ollama/ollama,mistral-nemo,2025-03-06 21:12:36+00:00,2025-03-26 12:51:09+00:00
ollama/ollama,High context uses system RAM,2025-03-06 18:20:16+00:00,
ollama/ollama,Fix seeded sampling in Ollama engine,2025-03-06 18:18:33+00:00,2025-03-07 20:32:25+00:00
ollama/ollama,Windows 11 Ollama 0.5.13/0.6.0 ROCm on gfx1151 is broken,2025-03-06 17:24:57+00:00,
ollama/ollama,Repeating invalid defer stop logic,2025-03-06 14:37:18+00:00,2025-03-08 02:20:11+00:00
ollama/ollama,502 Bad Gateway with stream=True using ollama and httpx on Windows (v0.5.7),2025-03-06 14:16:47+00:00,2025-03-26 12:49:36+00:00
ollama/ollama,Support hot-swapping for LoRA adapters,2025-03-06 13:29:01+00:00,
ollama/ollama,Is there a way to configure the PARALLELs NUM for each model individually?,2025-03-06 10:13:25+00:00,2025-03-26 12:49:06+00:00
ollama/ollama,Error: llama runner process has terminated: GGML_ASSERT(tensor->op == GGML_OP_UNARY) failed,2025-03-06 09:26:18+00:00,2025-03-06 09:36:32+00:00
ollama/ollama,Support for I32 data type in conversion from Safetensors,2025-03-06 08:13:47+00:00,
ollama/ollama,llama_model_load_from_file_impl: failed to load model,2025-03-06 08:03:04+00:00,2025-04-19 09:33:46+00:00
ollama/ollama,support qwen2.5_vl,2025-03-06 07:44:29+00:00,2025-03-12 01:49:40+00:00
ollama/ollama,llama runner process has terminated: GGML_ASSERT(ctx->kv[key_id].get_type() != GGUF_TYPE_STRING) failed,2025-03-06 06:27:44+00:00,2025-03-06 06:36:33+00:00
ollama/ollama,New Release Model Compatibility Issues/Model Issues,2025-03-06 06:03:37+00:00,2025-03-14 02:01:47+00:00
ollama/ollama,Ollama stop processing request without error.,2025-03-06 05:33:33+00:00,
ollama/ollama,cuda driver library failed to get device context 800,2025-03-06 04:08:19+00:00,
ollama/ollama,[Website] [Bug] Incorrect Sampling Parameters for QwQ 32B,2025-03-06 03:24:12+00:00,
ollama/ollama,"Error: llama runner process has terminated: error loading model: done_getting_tensors: wrong number of tensors; expected 724, got 723",2025-03-06 02:41:20+00:00,2025-03-26 12:49:56+00:00
ollama/ollama,"This depends on the ggml-model-f16 of MiniCPM-V-2_6.gguffer creates a model after success, creating letters without effect.",2025-03-06 02:40:05+00:00,
ollama/ollama,"About the command ""ollama ps""",2025-03-06 02:14:21+00:00,2025-03-12 01:52:50+00:00
ollama/ollama,Add dark theme for ollama website,2025-03-05 23:19:29+00:00,2025-03-06 03:48:30+00:00
ollama/ollama,Do you have Release Android Apps Edition Ollama Server Framework,2025-03-05 21:38:11+00:00,2025-03-12 01:53:44+00:00
ollama/ollama,Add command to show which back-ends are available and which is being used,2025-03-05 20:53:08+00:00,
ollama/ollama,support qwq 32B,2025-03-05 19:05:32+00:00,2025-04-03 08:10:19+00:00
ollama/ollama,"ollama run, windows 11, rtx 4090 just hangs",2025-03-05 17:48:57+00:00,2025-03-05 18:34:44+00:00
ollama/ollama,The model was forcibly terminated after giving half of the answer.,2025-03-05 13:40:17+00:00,2025-03-26 12:47:07+00:00
ollama/ollama,Embedding functionality via internal API is broken in 0.5.13,2025-03-05 13:18:15+00:00,2025-03-05 13:25:35+00:00
ollama/ollama,Cannot Increase `num_ctx` Beyond 2048 in Ollama,2025-03-05 12:42:28+00:00,2025-03-06 07:02:39+00:00
ollama/ollama,Ollama detects the GPU but still uses the CPU.,2025-03-05 12:17:32+00:00,2025-03-17 15:22:44+00:00
ollama/ollama,Ollama not using AMD GPU despite detecting it correctly,2025-03-05 10:30:26+00:00,
ollama/ollama,Unable to run any model with latest update,2025-03-05 09:15:34+00:00,2025-03-05 09:44:48+00:00
ollama/ollama,Granite-vision compute on CPU when FA is turned on.,2025-03-05 08:24:31+00:00,
ollama/ollama,Granite-Vision : uploading a second image on the CLI is ignored and only the first one is processed,2025-03-05 08:19:52+00:00,
ollama/ollama,Explain all the environment variables in documents.,2025-03-05 08:02:36+00:00,
ollama/ollama,`snowflake-arctic-embed2` causes `GGML_ASSERT(ctx->kv[key_id].get_type() != GGUF_TYPE_STRING) failed`,2025-03-05 07:37:15+00:00,2025-03-07 17:25:35+00:00
ollama/ollama,Add command to show which llama.cpp version is being used,2025-03-05 06:07:28+00:00,2025-03-05 07:43:59+00:00
ollama/ollama,`tensor->op == GGML_OP_UNARY` error when running a model,2025-03-05 05:19:33+00:00,
ollama/ollama,compiling the source code but not use gpu to run model,2025-03-05 03:38:09+00:00,
ollama/ollama,Ollama llm server error after upgrading to latest ollama client 0.5.13,2025-03-05 03:25:03+00:00,
ollama/ollama,Ollama errors on older versions of Linux/GLIBC on 0.5.13,2025-03-05 03:13:18+00:00,
ollama/ollama,Ollama Not detecting adapter_config.json file,2025-03-05 01:38:40+00:00,
ollama/ollama,Request modular updates to reduce download size (decouple CUDA libraries from core updates),2025-03-05 01:17:02+00:00,
ollama/ollama,NVIDIA GPU drivers not loaded on Jeston Orin Nano,2025-03-04 21:23:16+00:00,
ollama/ollama,Command to list set env vars,2025-03-04 19:07:20+00:00,2025-03-04 19:13:49+00:00
ollama/ollama,crash on calling models,2025-03-04 16:11:24+00:00,2025-03-05 02:05:36+00:00
ollama/ollama,Embedding model fails with SIGSEGV error,2025-03-04 15:17:29+00:00,2025-03-26 12:45:32+00:00
ollama/ollama,无法打开ollama api 接口,2025-03-04 15:00:10+00:00,2025-03-26 12:44:25+00:00
ollama/ollama,please add support for rock-chip NPU,2025-03-04 13:38:57+00:00,2025-03-04 14:14:37+00:00
ollama/ollama,CPU only via CUDA_VISIBLE_DEVICES -1 and mistral:latest produces Orphaned processes,2025-03-04 13:17:17+00:00,
ollama/ollama,Please allow setting the parameter of `top_n_sigma` in ModelFile,2025-03-04 13:02:56+00:00,
ollama/ollama,How can I get embedding result by images,2025-03-04 09:32:42+00:00,2025-03-26 12:43:17+00:00
ollama/ollama,"I use ollama/ollama:latest images, run the model failed.",2025-03-04 07:42:59+00:00,2025-03-04 09:05:17+00:00
ollama/ollama,llama.cpp vendor patch instructions don't work,2025-03-04 05:05:19+00:00,
ollama/ollama,How does Ollama deploy prefill and decode instances?,2025-03-04 03:52:06+00:00,
ollama/ollama,"Initially using GPU, but not using it after a period of time.",2025-03-04 02:48:43+00:00,2025-03-10 02:36:53+00:00
ollama/ollama,add password,2025-03-04 01:52:13+00:00,2025-03-26 12:42:18+00:00
ollama/ollama,`ollama create` copies the entire Hugging Face safetensors to TEMP before conversion,2025-03-04 01:18:45+00:00,2025-04-13 16:19:58+00:00
ollama/ollama,Add system prompt override to chat,2025-03-03 18:20:29+00:00,2025-03-03 22:43:47+00:00
ollama/ollama,"Chinese output with llama3.1, llama3.2 and llama3.3 broken",2025-03-03 10:14:23+00:00,2025-03-04 00:54:18+00:00
ollama/ollama,LLaDa and future diffusion LLM (dLLM) support,2025-03-03 09:03:02+00:00,
ollama/ollama,Detect if model has tools support,2025-03-03 09:00:34+00:00,2025-03-03 11:18:47+00:00
ollama/ollama,GPU Memory not utilized well,2025-03-03 07:31:47+00:00,2025-03-26 12:41:12+00:00
ollama/ollama,Gpu memory requirements are off,2025-03-03 07:05:09+00:00,2025-03-03 07:21:33+00:00
ollama/ollama,/usr/local/lib/ollama/libggml-blas.so  missing !,2025-03-03 04:05:10+00:00,2025-03-03 06:46:58+00:00
ollama/ollama,Not able to run LLM model,2025-03-03 03:10:21+00:00,2025-03-03 21:01:19+00:00
ollama/ollama,Ollama logic for GPU choice is suboptimal.,2025-03-02 21:44:16+00:00,2025-04-13 16:18:56+00:00
ollama/ollama,Can somebody update the comments on the API part of go?,2025-03-02 14:26:29+00:00,2025-03-03 02:26:39+00:00
ollama/ollama,what env var to set to add to cflags and cppflags for `go build .`,2025-03-02 13:36:22+00:00,2025-03-04 19:36:55+00:00
ollama/ollama,Preview 0.5.13-rc2 uses 5 times more ram,2025-03-02 10:45:17+00:00,2025-03-03 17:37:34+00:00
ollama/ollama,Missing TensileLibrary_lazy_gfx1010.dat to  support AMD RX5700 XT,2025-03-02 05:37:12+00:00,
ollama/ollama,ollama run phi4-min does not work,2025-03-02 04:46:03+00:00,
ollama/ollama,context length clipped at 2048,2025-03-02 01:40:41+00:00,2025-03-02 01:52:28+00:00
ollama/ollama,llama runner crash when analyzing a picture,2025-03-01 20:04:17+00:00,2025-03-02 20:18:28+00:00
ollama/ollama,storage location of model,2025-03-01 17:30:52+00:00,2025-03-04 19:34:15+00:00
ollama/ollama,storage location of models,2025-03-01 17:27:54+00:00,2025-03-01 17:34:17+00:00
ollama/ollama,Error: listen tcp 127.0.0.1:11434: bind: An attempt was made to access a socket in a way forbidden by its access permissions.,2025-03-01 15:49:16+00:00,2025-03-01 17:33:44+00:00
ollama/ollama,Unable to download the models through the terminal in the Mac OS after the latest update,2025-03-01 15:13:41+00:00,
ollama/ollama,404 request,2025-03-01 13:38:19+00:00,2025-03-26 12:39:35+00:00
ollama/ollama,Allow change of the context window from Python,2025-03-01 12:52:50+00:00,2025-03-26 12:38:47+00:00
ollama/ollama,can ollma support on-chip gpu acceleration on raspberry pi series devices,2025-03-01 12:25:56+00:00,2025-03-13 12:26:50+00:00
ollama/ollama,How to hide or shorten DeepSeek 32B's reasoning between <think> and </think>?,2025-03-01 11:01:13+00:00,2025-03-08 06:31:24+00:00
ollama/ollama,Tool calls not returning properly with phi4-mini:3.8b,2025-03-01 04:49:50+00:00,2025-04-13 16:17:45+00:00
ollama/ollama,could not run phi4-mini:3.8b-fp16,2025-03-01 04:47:50+00:00,2025-03-01 10:09:09+00:00
ollama/ollama,无法调用全部CPU,2025-02-28 23:28:14+00:00,2025-03-01 08:47:17+00:00
ollama/ollama,"Could not download ""ollama run exaone3.5:32b""",2025-02-28 21:32:47+00:00,
ollama/ollama,phi4-mini error loading model: missing tensor 'output.weight',2025-02-28 21:21:30+00:00,2025-02-28 21:23:04+00:00
ollama/ollama,downloaded and ran phi4-mini and output was just gibberish,2025-02-28 18:26:04+00:00,2025-02-28 18:27:56+00:00
ollama/ollama,Downloaded ollama models are not visible in ollama component in Langflow,2025-02-28 18:19:53+00:00,2025-03-03 17:07:39+00:00
ollama/ollama,Phi-4-mini unstable,2025-02-28 17:19:57+00:00,2025-02-28 17:21:35+00:00
ollama/ollama,"granite3.2-vision Error: llama runner process has terminated: GGML_ASSERT(ggml_can_mul_mat(a, b)) failed",2025-02-28 16:20:48+00:00,2025-02-28 18:59:26+00:00
ollama/ollama,support deepseek 671b fp4,2025-02-28 14:34:38+00:00,
ollama/ollama,Granite Vision model granite3.2-vision:2b-q8_0,2025-02-28 14:28:07+00:00,2025-02-28 23:42:12+00:00
ollama/ollama,Website example broken,2025-02-28 13:50:11+00:00,2025-02-28 22:07:08+00:00
ollama/ollama,Granite 3.2 vision seems to run on CPU with ROCm on 0.5.13,2025-02-28 11:24:49+00:00,2025-03-05 14:39:22+00:00
ollama/ollama,Extreme drop in inference speed.,2025-02-28 10:01:55+00:00,2025-02-28 19:40:35+00:00
ollama/ollama,"Error ""timed out waiting for llama runner to start: "" on deepseek-r1:671b",2025-02-28 09:21:11+00:00,2025-03-26 12:37:52+00:00
ollama/ollama,Running on CPU is faster than GPU? Ollama loading model to GPU but model not responding,2025-02-28 07:50:49+00:00,2025-03-04 21:26:57+00:00
ollama/ollama,The phi4-mini model cannot run properly,2025-02-28 07:19:34+00:00,2025-02-28 19:58:24+00:00
ollama/ollama,OLLAMA_KEEP_ALIVE is valid but the GPU is not actually permanently loaded,2025-02-28 06:41:46+00:00,2025-03-31 19:54:50+00:00
ollama/ollama,Configuring Ollama to Use a Custom Model Registry,2025-02-28 03:11:30+00:00,
ollama/ollama,how to use slurm to run the Ollama service.,2025-02-28 03:11:25+00:00,
ollama/ollama,⚠️ CPU limits GPU computation because something is monothreaded (benchmark inside the issue),2025-02-28 00:16:00+00:00,2025-03-26 12:37:03+00:00
ollama/ollama,Is M10 supported?,2025-02-27 19:25:03+00:00,2025-03-01 12:55:13+00:00
ollama/ollama,Flows fail to run after upgrade to 1.2.0 -- service - No queue found for job_id,2025-02-27 17:28:15+00:00,2025-03-01 20:05:34+00:00
ollama/ollama,"When the model exceeds the VRAM and uses the CPU (E5 2673v4) for inference, the program becomes unresponsive.",2025-02-27 14:20:09+00:00,2025-03-26 12:36:10+00:00
ollama/ollama,Specify GPU to run model,2025-02-27 12:11:55+00:00,2025-03-06 12:18:03+00:00
ollama/ollama,TLS --insecure,2025-02-27 09:58:59+00:00,
ollama/ollama,The results returned by “ollama list” and “/api/tags” are inconsistent,2025-02-27 08:22:09+00:00,2025-02-27 08:47:05+00:00
ollama/ollama,phi4 multimodal and mini instruct support,2025-02-27 04:28:38+00:00,
ollama/ollama,How to check the cuda is working  with docker,2025-02-27 02:56:26+00:00,
ollama/ollama,Granite Vision,2025-02-27 01:45:35+00:00,2025-03-01 20:04:56+00:00
ollama/ollama,Ollama at random hangs `llama3.1:8b` requests indefinitely,2025-02-27 00:10:43+00:00,2025-02-27 14:50:35+00:00
ollama/ollama,List of words to penalize during generation,2025-02-26 21:07:07+00:00,2025-04-13 16:15:53+00:00
ollama/ollama,Update PS API to show whether a model is active or not,2025-02-26 20:39:46+00:00,
ollama/ollama,How to cancel a generate task by ollama restful api,2025-02-26 19:01:52+00:00,2025-04-07 17:49:29+00:00
ollama/ollama,[Documentation] Include local copy of Docs/important instructional readmes within installer,2025-02-26 18:45:33+00:00,
